cmp,1
lea,14
imul,19
movzbl,38
call,3
movl,1
movsd,3
leave,1
nop,2
add,77
neg,2
jb,1
mov,104
movq,6
addsd,1
addl,1
sub,1
push,1
movapd,3
pxor,2
ret,1
jmp,1
cmovns,2
