movzbl,10
cmp,1
sqrtsd,1
cmovs,1
sub,4
xor,2
test,1
mulsd,2
cmovns,1
jb,1
pop,6
nopl,2
addsd,1
je,1
add,2
lea,9
imul,1
pxor,2
push,6
ret,2
mov,8
neg,4
