lea,9
imul,1
add,2
je,1
neg,4
mov,8
push,6
pxor,2
ret,2
cmp,1
sqrtsd,1
cmovs,1
movzbl,10
pop,6
jb,1
nopl,2
addsd,1
sub,4
test,1
xor,2
mulsd,2
cmovns,1
